year,name,yob,district,list_state,list_position,occupation,birthplace,party_wiki_id,party_name_short,party_name_full
2002,"Bietmann, Prof. Dr. Rolf",1954,96,NW,34,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Biewald, Jörg",1941,NA,NW,6,NA,NA,Q1217286,Violetten,Die Violetten
2002,"Biewald, Manfred",1960,242,BY,5,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Biewend, Dana",1952,NA,RP,4,NA,NA,Q492561,Tierschutz,Tierschutzpartei
2002,"Bigge, Erich Reinhard",1956,NA,NW,7,NA,NA,Q1217286,Violetten,Die Violetten
2002,"Bindig, Rudolf",1940,294,BW,15,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Binding, Lothar",1950,275,BW,25,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Binkowski, Rafael",1976,261,BW,33,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Binninger, Clemens",1962,261,NA,NA,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Birk, Angelika Margarete",1955,11,SH,7,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Birkwald, Matthias W.",1961,95,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Birl, Siegfried",1975,NA,BY,9,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Bischof, Otto",1956,NA,SL,9,NA,NA,Q453366,FAMILIE,Familien-Partei Deutschlands
2002,"Bischoff, Dieter",1946,88,NW,55,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bischoff, Egbert",1946,95,NW,58,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bischoff, Heidemarie",1945,191,NA,NA,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bismarck Graf von, Carl-Eduard",1961,10,SH,10,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bitsch, Peter",1950,NA,HE,10,NA,NA,Q269316,REP,Die Republikaner
2002,"Bittmann, Hermann",1951,228,BY,10,NA,NA,Q269316,REP,Die Republikaner
2002,"Bittner, Ralf Paul",1966,NA,NW,41,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Blachnik, Oliver",1966,120,NA,NA,NA,NA,Q457217,Schill,Schill-Partei
2002,"Bläsner, Norbert",1980,159,SN,6,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bläss, Petra",1964,71,SN-Anhalt,2,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Blank, Marianne",1949,251,BY,17,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Blank, Renate",1941,246,BY,12,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2002,"Blankau-Rosenfeldt, Jutta",1954,NA,HH,6,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Blankenagel, Udo",1953,NA,SL,8,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Blaß, Janine",1979,NA,HB,4,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Blattner, Cornelia",1964,NA,SN,11,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Blatzheim-Roegler, Jutta",1957,NA,RP,3,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Blauwitz, Dr. Walter",1935,70,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Blechschmidt, Andre",1957,194,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Blechschmidt, Dr. Frank",1961,NA,HE,38,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Blechschmidt, Ralf",1966,NA,NI,1,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Blecken, Klaus",1940,260,BW,1,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Blees, Werner",1936,141,NW,10,NA,NA,Q1217286,Violetten,Die Violetten
2002,"Bleich, Elke",1948,NA,BE,2,NA,NA,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2002,"Bleser, Peter",1952,203,RP,4,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Blöcker, Klaus-Christian",1953,NA,MV,10,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Blöth, Michael",1959,74,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Blohm, Kevin Sascha",1980,NA,HB,3,NA,NA,Q457217,Schill,Schill-Partei
2002,"Blomberg von, Dietrich",1955,40,NI,28,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Blomberg, Kathrin Inge Elisabeth",1962,49,NI,10,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Blümel, Karl",1925,NA,HE,26,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Blum, Claudia",1968,NA,HE,44,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Blumenthal, Antje",1947,19,HH,3,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Blumör, Kurt",1953,NA,BY,13,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2002,"Blunk, Dr. Michaela",1943,11,SH,8,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bluschke, Hedda",1956,NA,SH,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bobbenkamp, Dr. Rolf",1969,134,NW,4,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2002,"Bock, Gisela",1941,257,BY,11,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bock, Leander",1947,NA,SL,25,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bode, Frank",1957,NA,SN,10,NA,NA,Q457217,Schill,Schill-Partei
2002,"Bodenhorn, Silke",1969,144,NW,41,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Boderke, Katja",1967,179,HE,22,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bodewig, Kurt",1955,109,NW,3,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Böhlen, Beate",1966,274,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Böhler, Bärbel",1956,NA,BY,14,NA,NA,Q269316,REP,Die Republikaner
2002,"Böhm, Jürgen",1948,143,NW,57,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Böhme, Martina",1955,91,NA,NA,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Böhmer, Gisela",1962,NA,BY,10,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Böhmer, Prof. Dr. Maria",1950,210,RP,2,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Böhmer, Winfried",1943,65,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Böhnisch, Helga",1945,63,BB,5,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Börm, Manfred",1950,37,NI,3,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Börm, Ulrike",1973,NA,NI,13,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Börnsen, Wolfgang",1942,1,SH,3,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Börsch-Supan, Dr. Eva",1932,NA,BE,2,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Bötsch, Dr. Wolfgang",1938,252,NA,NA,NA,NA,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2002,"Böttcher, Sigrid Maritta",1954,62,BB,3,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Böttcher, Silke",1961,NA,HE,53,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Böttger, Dr. Ute Gertraud",1956,NA,TH,4,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Bogatzki, Dr. Arnd",1970,106,NW,2,NA,NA,Q457217,Schill,Schill-Partei
2002,"Bohlen, Uwe",1969,NA,NW,46,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bohn, Winfried",1944,57,BB,5,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bohne, Rudolf",1942,NA,HB,5,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bohns, Dietrich-Ekkehardt",1938,103,NA,NA,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Bollert, Boris",1972,NA,BE,9,NA,NA,Q457217,Schill,Schill-Partei
2002,"Bollmann, Gerd Friedrich",1947,142,NW,64,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bolte, Dr. Hartmut",1939,154,NA,NA,NA,NA,Q560536,DSU,Deutsche Soziale Union
2002,"Bonde, Alexander",1975,284,BW,10,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Bonitz, Sylvia",1966,46,NI,26,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Borcherding, Jutta",1947,259,BW,11,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Borchert, Carsten",1962,66,SN-Anhalt,7,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Borchert, Johann-Joachim",1940,123,NW,30,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Borchert, Peter",1973,NA,SH,1,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Borcke von, Dr. Rüdiger",1941,NA,NI,45,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bordan, Dr. Frank",1959,124,NW,45,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Borgartz, Dietmar",1949,51,NI,6,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Borger, Klaus",1958,NA,SL,5,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Borgers, Ralf",1964,127,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Borgmann, Cornelia",1955,141,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Born von der, Peter",1977,5,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Bornefeld-Ettmann, Freya",1945,NA,RP,32,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bornemann, Eva",1926,NA,BE,4,NA,NA,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2002,"Bornkessel, Ralf",1958,NA,TH,22,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bortlisz-Dickhoff, Johannes",1957,92,NW,16,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Bosbach, Wolfgang",1952,101,NW,5,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bossecker, Peter Horst",1941,274,NA,NA,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Bothe, Martin Karl",1968,NA,NI,5,NA,NA,Q492561,Tierschutz,Tierschutzpartei
2002,"Botsch, Alexandra",1965,NA,BY,31,NA,NA,Q269316,REP,Die Republikaner
2002,"Botsch, Erwin",1954,NA,BY,28,NA,NA,Q269316,REP,Die Republikaner
2002,"Boussonville, Manfred",1949,NA,SL,16,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brach, Jobst Peter",1947,17,MV,7,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Bracht, Hans-Josef",1955,NA,RP,25,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bracht, Lorenz",1964,NA,SN-Anhalt,12,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Braedt, Dr. Michael",1951,48,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Brähmig, Klaus Peter",1957,159,SN,6,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bräutigam, Thomas",1975,NA,NI,46,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brakelmann, Heinz-Peter",1958,NA,NW,65,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brand, Jochen",1958,259,BW,10,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Brand, Marion",1959,NA,HE,18,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Brandner, Klaus",1949,132,NW,9,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brandt, Heinz-Dieter",1944,NA,NI,40,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brandt, Helmut",1950,89,NW,41,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brandt, Thomas",1949,77,NA,NA,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Brase, Willi",1951,149,NW,39,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brates, Max Ulrich Karl",1979,NA,SN-Anhalt,6,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Braucke vom, Gregor",1971,133,NW,34,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Brauer, Gerhard Karl Heinrich",1948,20,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Brauksiepe, Dr. Ralf Wolfgang",1967,140,NW,28,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Braun, Albrecht",1954,262,BW,23,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Braun, Andreas",1964,264,BW,12,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Braun, Helge Reinhold",1972,175,HE,15,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Braun, Hildebrecht",1944,253,BY,6,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Braun, Hubert",1956,285,BW,2,NA,NA,Q2144383,PRG,Partei für RentenGerechtigkeit und Familie
2002,"Braun, Karl",1937,281,BW,15,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Braun, Ludwig",1978,NA,BY,7,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Braun, Oliver Wolfgang",1970,237,NA,NA,NA,NA,NA,Anderer KWV,NA
2002,"Braun, Rolf",1941,NA,BW,15,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Braun-Pfaff, Siegrid",1942,203,RP,7,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Braune, Ilona Birke",1961,78,BE,3,NA,NA,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2002,"Braune, Tilo",1954,16,MV,1,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bredel, Andreas",1967,NA,RP,21,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brederlow, Katharina",1962,NA,SN-Anhalt,13,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brehme, Mario",1977,NA,TH,7,NA,NA,Q457217,Schill,Schill-Partei
2002,"Breil, Klaus",1945,227,BY,13,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Breitung, Oliver Nobert",1966,176,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Brenner, Birgit",1957,22,HH,1,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2002,"Brenner, Maximilian",1948,255,NA,NA,NA,NA,Q269316,REP,Die Republikaner
2002,"Bretschneider, Jörg",1963,155,SN,12,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Breuer, Kirsten Joachim",1978,NA,TH,12,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Breuer, Paul",1950,149,NW,16,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Breuer, Willi",1939,NA,NI,17,NA,NA,Q457217,Schill,Schill-Partei
2002,"Breutmann, Daniel Alexis-Adolf",1976,NA,SN,15,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Breyer, Dr. Franz-Josef",1935,299,SL,1,NA,NA,Q453366,FAMILIE,Familien-Partei Deutschlands
2002,"Brieden, Maria Magdalena Elisabeth",1945,NA,NW,68,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Briegel, Dagmar",1941,NA,BE,5,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Brink, Matthias",1955,NA,SN-Anhalt,8,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Brinkmann, Bernhard",1952,48,NI,20,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brinkmann, Rainer",1958,137,NW,27,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brinkmann, Thomas",1970,272,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Brock, Ines",1964,73,SN-Anhalt,3,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Broda, Rainer",1944,NA,SH,17,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brömmel, Diana Heidi",1958,NA,NW,70,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brosig, Steffen",1964,43,NI,8,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2002,"Brosius, Rene",1976,NA,BB,7,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bruckmann, Hans-Günter",1946,121,NW,73,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brudlewsky, Monika",1946,NA,SN-Anhalt,11,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brückner, Jutta",1948,NA,HB,1,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Brüderle, Rainer",1945,208,RP,1,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Brüggemann, Norbert",1975,32,NI,18,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Brüggemann, Ulrike",1973,NA,HH,3,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Brüning, Dr. Barbara",1951,NA,HH,7,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Brüning, Michael",1959,NA,BW,6,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Brüning, Monika",1951,43,NI,21,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brugger, Anton",1944,NA,BW,3,NA,NA,Q2144383,PRG,Partei für RentenGerechtigkeit und Familie
2002,"Brumann, Peter Josef",1942,NA,NW,8,NA,NA,Q453366,FAMILIE,Familien-Partei Deutschlands
2002,"Brummer, Doris",1960,NA,BW,35,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brunkhorst, Angelika",1955,29,NI,6,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Brunner, Sandra",1975,77,BE,4,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Brunnhuber, Georg",1948,271,NA,NA,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Brust, Roland",1969,NA,RP,19,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bsiso, Margot",1940,NA,BY,12,NA,NA,Q759555,AUFBRUCH,"Aufbruch für Bürgerrechte, Freiheit und Gesundheit"
2002,"Bucher, Klaus",1967,235,BY,17,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Buchholz, Doris",1959,NA,SL,9,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Buchholz, Rolf",1955,NA,SL,14,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Buchmann, Wolf",1973,206,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Buchner, Prof. Dr. Klaus",1947,NA,BY,2,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Buchterkirchen, Sonja Sieglinde Erika",1954,NA,SN,15,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Bücken, Frank",1951,NA,HE,1,NA,NA,Q457217,Schill,Schill-Partei
2002,"Bücker, Lothar",1942,NA,NW,6,NA,NA,Q896165,CM,Christliche Mitte
2002,"Bückner, Angelika Doris",1964,15,MV,5,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Büdel, Katharina Barbara",1951,NA,RP,23,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bühler-Kowarsch, Elisabeth",1957,NA,HE,13,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Bühring, Dr. Kamilla",1938,NA,BE,11,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bülow von, Dr. Juliane",1964,NA,BW,48,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Bülow, Marco",1971,143,NW,65,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bürger, Vera",1949,NA,BW,10,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Bürkner, Esther Margarete Lydia",1954,NA,SN,12,NA,NA,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2002,"Bürsch, Dr. Michael Peter Karsten",1942,6,SH,10,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Büssow, Hans-Jürgen",1950,214,RP,8,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Büttner, Hans",1944,218,BY,15,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Büttner, Hartmut Bruno",1952,70,SN-Anhalt,2,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Büttner, Heidi",1962,198,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Buff, Rudolph",1967,NA,NW,18,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Bug, Stefan",1954,NA,HE,51,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bug, Waldemar Johann",1955,249,NA,NA,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Buhmann, Thorsten",1962,NA,NI,2,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Bukschat, Andreas",1963,168,SN,4,NA,NA,Q487386,PBC,Partei Bibeltreuer Christen
2002,"Bulling-Schröter, Eva-Maria",1956,218,BY,1,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Bulmahn, Edelgard",1951,42,NI,2,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Bummel, Andreas",1976,185,HE,13,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bundt, Fritz-Ulrich",1953,NA,NI,11,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Burchardt, Ursula",1954,144,NW,67,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Burgbacher, Ernst",1949,286,BW,4,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Burghard, Kai-Christofer",1961,180,HE,12,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Burgkart, Alexander",1976,NA,SN,19,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Burkert, Oskar",1951,NA,NW,61,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Burkhardt, Wendel",1975,247,NA,NA,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Burlafinger, Florian",1934,285,NA,NA,NA,NA,NA,Anderer KWV,NA
2002,"Bursian, Thomas Wolfgang",1959,NA,RP,21,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Bury, Hans Martin",1966,267,BW,2,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Busch, Birgit Grete",1956,NA,HB,4,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Busch, Hubert",1947,NA,HE,3,NA,NA,Q457217,Schill,Schill-Partei
2002,"Busch, Olaf",1961,NA,BE,7,NA,NA,Q457217,Schill,Schill-Partei
2002,"Busch, Raymund",1962,NA,SL,9,NA,NA,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2002,"Buschmann, Marco",1977,NA,NW,25,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Busse, Christiane",1964,NA,HH,2,NA,NA,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2002,"Butalikakis, Verena",1955,83,BE,2,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Butterbach, Rainer",1956,299,SL,2,NA,NA,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2002,"Butterweck, Dr. Christoph",1965,169,HE,20,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Buttgereit, Roland Günter",1954,193,TH,7,NA,NA,Q13124,FDP,Freie Demokratische Partei
2002,"Buttkus, Rainer Georg",1950,6,NA,NA,NA,NA,Q148861,DKP,Deutsche Kommunistische Partei
2002,"Butz, Reiner",1953,NA,HE,63,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Caesar, Cajus",1951,136,NW,36,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Capece, Elwis",1965,288,BW,8,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
2002,"Capito, Cornelia",1956,NA,NW,4,NA,NA,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2002,"Carl-Gerth, Britta",1964,NA,BB,3,NA,NA,Q457217,Schill,Schill-Partei
2002,"Carlhoff, Hans-Werner",1947,NA,BW,37,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Carll, Bernd",1962,NA,RP,15,NA,NA,Q294989,ÖDP,Ökologisch-Demokratische Partei
2002,"Carove, Armin",1958,178,NA,NA,NA,NA,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2002,"Carstens, Manfred",1943,33,NI,4,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Carstensen, Peter Harry",1947,2,SH,4,NA,NA,Q49762,CDU,Christlich Demokratische Union Deutschlands
2002,"Caspers-Merk, Marion",1955,283,BW,7,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Cayrol, Nicole",1980,NA,SL,19,NA,NA,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2002,"Chaker-Agha, Ahmed",1938,26,NA,NA,NA,NA,Q152554,PDS,Partei des Demokratischen Sozialismus
