year,name,yob,district,list_state,list_position,occupation,birthplace,party_wiki_id,party_name_short,party_name_full
2005,"Oberlercher, Dr. Reinhold",1943,250,NA,NA,Soziologe,Dresden,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Obermeier, Franz",1946,216,NA,NA,Mitglied des Deutschen Bundestages,Freising,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Obermeier, Josef",1955,224,NA,NA,Techniker,Bruckmühl,Q49764,Die Linke.,Die Linke.
2005,"Obermeier, Josef",1955,224,NA,NA,Techniker,Bruckmühl,Q49764,Die Linke.,Die Linke.
2005,"Obladen, Philipp",1983,91,NW,24,Student der Rechtswissenschaften,Düren,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Obser, Karl-Heinz",1947,154,NA,NA,Diplom-Ingenieur Elektrotechnik,Meißen,Q560536,DSU,Deutsche Soziale Union
2005,"Obst, Holger",1971,NA,TH,15,Bankkaufmann,Sonneberg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Odenbach, Peter",1949,289,NA,NA,Flugzeugbaumeister,Celje,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Oelke, Kay",1959,9,SH,6,Maurer,Hamburg,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Oettler, Frank",1966,73,ST,3,Straßenbahnfahrer,Halle,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Ohse, Michael",1956,52,NA,NA,Technischer Angestellter,Bad Gandersheim,Q49764,Die Linke.,Die Linke.
2005,"Ohse, Michael",1956,52,NA,NA,Technischer Angestellter,Bad Gandersheim,Q49764,Die Linke.,Die Linke.
2005,"Okolisan, Manuel",1982,262,BW,29,Student,Nürtingen,Q13124,FDP,Freie Demokratische Partei
2005,"Olano de, Daniel Andres",1978,NA,HB,5,Student,Buenos Aires/Argentinien,Q13124,FDP,Freie Demokratische Partei
2005,"Oldenburg, Christel",1961,NA,HH,5,Historikerin,Geesthacht,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Oldenburg, Heinrich",1941,135,NW,10,Diplom-Volkswirt,Oberhausen/Rhld.,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Oldenburg, Wolfgang",1955,NA,NW,27,Einzelhandelskaufmann,Velbert,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Olivier, Yvonne Marianne",1960,NA,SN,20,Juristin,Köln,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Ollert, Ralf Günther Josef",1960,246,BY,1,Groß- und Aussenhandelskaufmann,Nürnberg,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Onken, Elke Karin",1941,NA,HB,2,Drogistin,Darmstadt,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Onken, Hans-Peter Gustav Karl",1942,NA,HB,1,Lehrer i. R.,Hamburg,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Oppermann, Thomas",1954,53,NI,13,"Jurist, Landesminister a. D.",Frechenhorst,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Optendrenk, Marcus",1969,NA,NW,63,Jurist,Nettetal-Lobberich,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Orlowski, Anna-Lena",1983,141,NA,NA,Studentin,Neuenkirchen,Q49764,Die Linke.,Die Linke.
2005,"Orlowski, Anna-Lena",1983,141,NA,NA,Studentin,Neuenkirchen,Q49764,Die Linke.,Die Linke.
2005,"Ortel, Holger",1951,29,NI,20,"MdB, Angestellter",Nordenham,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Osmers, Willibrord",1973,109,NA,NA,Systemkaufmann,Kleve,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Ossenkopp, Stephan Kemal",1969,162,SN,17,Journalist,Hildesheim,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Oßwald-Stößlein, Melanie",1976,NA,BY,27,"MdB, Diplom-Designerin",Nürnberg,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Ostendorff, Friedrich",1953,145,NW,12,Landwirt,Dortmund,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Oster, Dominique",1972,NA,NW,4,Arbeiter,Köln-Holweide,Q304015,Volksabstimmung,Ab jetzt...Demokratie durch Volksabstimmung
2005,"Ostertag, Olaf Michael",1969,NA,BE,12,Schauspieler,Nürnberg,Q49764,Die Linke.,Die Linke.
2005,"Ostertag, Olaf Michael",1969,NA,BE,12,Schauspieler,Nürnberg,Q49764,Die Linke.,Die Linke.
2005,"Osthoff von, Marc",1969,NA,NI,33,Diplom-Wirtschaftsinformatiker M.Sc.,Hameln,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Ostrowicki, Julia",1968,NA,HE,41,Diplom-Verwaltungswirtin,Frankfurt am Main,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Oswald, Eduard",1947,254,BY,11,Mitglied des Deutschen Bundestages,Augsburg,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Ott, Werner Josef",1956,236,BY,31,Maurermeister,Neusorg,Q13124,FDP,Freie Demokratische Partei
2005,"Otte, Christian",1971,NA,NW,8,Wirtschaftsjurist,Neuss,Q157537,Zentrum,NA
2005,"Otte, Henning",1968,44,NI,19,Prokurist,Celle,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Otte, Reinhard Walter",1949,137,NA,NA,Karosseriebauer,Westerholtsfelde,Q49764,Die Linke.,Die Linke.
2005,"Otte, Reinhard Walter",1949,137,NA,NA,Karosseriebauer,Westerholtsfelde,Q49764,Die Linke.,Die Linke.
2005,"Otten, Rene",1975,89,NW,63,Industrieelektroniker,Würselen,Q13124,FDP,Freie Demokratische Partei
2005,"Ottmar, Matthias",1981,NA,HE,6,Kaufmännischer Angestellter,Darmstadt,Q269316,REP,Die Republikaner
2005,"Otto, Birgit",1957,NA,HE,29,Diplom-Sozialarbeiterin,Gießen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Otto, Christian",1980,175,HE,10,Student,Siegen,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Otto, Hans-Joachim",1952,183,HE,4,Rechtsanwalt und Notar,Heidelberg,Q13124,FDP,Freie Demokratische Partei
2005,"Oyan, Adil",1966,224,BY,10,Krankenpfleger,Wiesbaden,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Paasch, Dirk",1957,118,NA,NA,Großhandelskaufmann,Oberhausen,Q49764,Die Linke.,Die Linke.
2005,"Paasch, Dirk",1957,118,NA,NA,Großhandelskaufmann,Oberhausen,Q49764,Die Linke.,Die Linke.
2005,"Paech, Norman",1938,NA,HH,1,Hochschullehrer em.,Bremerhaven,Q49764,Die Linke.,Die Linke.
2005,"Paech, Norman",1938,NA,HH,1,Hochschullehrer em.,Bremerhaven,Q49764,Die Linke.,Die Linke.
2005,"Pagel, Katharina",1971,NA,NI,1,Krankenschwester,Halle (Saale),Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Pähle, Katja",1977,NA,ST,9,Diplom-Soziologin,Wippra,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Pajewski, Horst",1940,137,NA,NA,Lehrer i. R.,Königsberg,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Palten, Michael Hans Wilhelm",1962,NA,SN,9,Pastor,Wunstorf,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Pamatat, Adolf Robert",1960,NA,NW,3,Rechtsanwalt,Dormagen,Q157537,Zentrum,NA
2005,"Pamatat, Andrea",1965,NA,NW,6,Kanzleimanagerin,Dormagen,Q157537,Zentrum,NA
2005,"Panetta, Rodolfo",1952,NA,BW,9,Kraftfahrer,Mailand,Q269316,REP,Die Republikaner
2005,"Papaspyratos, Constantin",1975,NA,SH,8,Diplom-Sozialökonom,Kiel,Q13124,FDP,Freie Demokratische Partei
2005,"Parbs, Eva",1948,NA,HH,7,Industriekauffrau,Vetschau,Q13124,FDP,Freie Demokratische Partei
2005,"Parlovic, Vladimir",1937,NA,NI,5,Diplom-Geophysiker,Belgrad,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Parlow, Irina",1958,NA,MV,7,Ingenieurpädagoge,Templin,Q49764,Die Linke.,Die Linke.
2005,"Parlow, Irina",1958,NA,MV,7,Ingenieurpädagoge,Templin,Q49764,Die Linke.,Die Linke.
2005,"Parr, Detlef",1942,106,NW,10,"MdB, Realschulrektor",Düsseldorf,Q13124,FDP,Freie Demokratische Partei
2005,"Partsch, Jochen",1962,187,NA,NA,Diplom-Sozialwirt,Hammelburg,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Päßler, Eveline",1963,NA,SL,12,Angestellte,Neunkirchen/Saar,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pathe, Emil",1939,NA,HE,2,Journalist,Teplitz-Schönau,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Pau, Petra",1963,86,BE,2,Mitglied des Deutschen Bundestages,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Pau, Petra",1963,86,BE,2,Mitglied des Deutschen Bundestages,Berlin,Q49764,Die Linke.,Die Linke.
2005,"Paul, Florian",1982,228,BY,12,Werkzeugmechaniker,Regensburg,Q49764,Die Linke.,Die Linke.
2005,"Paul, Florian",1982,228,BY,12,Werkzeugmechaniker,Regensburg,Q49764,Die Linke.,Die Linke.
2005,"Paul, Karl-Ulrich",1949,NA,RP,25,Betriebswirt,Hüblingen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Paul, Knut Karl Ernst",1955,63,BB,9,Polizeibeamter,Helbra,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Paul, Matthias",1977,161,NA,NA,Selbstständiger,Meißen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Paula, Heinz",1951,253,BY,13,Mitglied des Deutschen Bundestages,Burgheim,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Paulsen, Hartmut",1954,NA,HE,52,Diplom-Kaufmann,Flensburg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Paulus, Dana",1980,248,NA,NA,Verkäuferin,Meißen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Paulus, Martin",1978,243,BY,22,Koch,Erlangen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Paulus, Michael",1978,247,BY,24,Kaufmann,Erlangen,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pauly, Rose-Felicitas",1938,20,NA,NA,Gastronomin,Düsseldorf,Q13124,FDP,Freie Demokratische Partei
2005,"Paun, Christopher",1978,84,BE,6,Student,Berlin,Q13124,FDP,Freie Demokratische Partei
2005,"Paus, Elisabeth",1968,79,BE,7,Mitglied des Abgeordnetenhauses,Altenrheine,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Paus, Erich",1949,179,NA,NA,Diplom-Mathematiker,Essen,NA,Anderer KWV,NA
2005,"Pawel, Andreas",1961,68,NA,NA,Fahrlehrer,Blankenburg,Q13124,FDP,Freie Demokratische Partei
2005,"Pawelski, Rita",1948,41,NI,9,Mitglied des Deutschen Bundestages,Rössing,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pawlak, Peter",1944,172,NA,NA,Rentner,Wolfen,Q49764,Die Linke.,Die Linke.
2005,"Pawlak, Peter",1944,172,NA,NA,Rentner,Wolfen,Q49764,Die Linke.,Die Linke.
2005,"Pawlowitz, Rolf",1953,96,NA,NA,Elektriker,Bardenberg,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Paziorek, Dr. Peter Paul",1948,131,NA,NA,Rechtsanwalt,Gelsenkirchen-Buer,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pecha, Alfred",1959,226,BY,28,Versicherungmakler,Ebersberg,Q13124,FDP,Freie Demokratische Partei
2005,"Pechmann, Herbert",1955,206,RP,17,Diplom-Religionspädagoge,Freyung,Q13124,FDP,Freie Demokratische Partei
2005,"Peddinghaus, Dirk",1962,NA,SH,21,Soldat,"Hohenlimburg, Hagen, NRW",Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Peeger, Marlies",1953,NA,MV,11,Diplom-Lehrerin,Aue,Q49764,Die Linke.,Die Linke.
2005,"Peeger, Marlies",1953,NA,MV,11,Diplom-Lehrerin,Aue,Q49764,Die Linke.,Die Linke.
2005,"Pehlke, Dr. Michael",1960,127,NW,52,Justitiar,Hannover,Q13124,FDP,Freie Demokratische Partei
2005,"Pelzer, Frank Matthias",1966,NA,ST,20,Elektromonteur,Köthen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Pentz von, Hannes",1974,NA,NI,1,Hydraulikmonteur,Berlin,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Perschl, Josef",1954,NA,BY,25,Landwirt,Tyrlaching,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Peschel, Klaus",1960,65,BB,7,Diplom-Ingenieur(agr.),Elsterwerda,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Peschke, Günter",1966,NA,BY,16,Metzger,Dorfen,Q269316,REP,Die Republikaner
2005,"Peters, Boris",1930,NA,SN,11,Rentner,Marxstadt an der Wolga,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Peters, Dr. Tim",1973,NA,BE,12,Rechtsreferendar,Hamburg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Peters, Fabian",1975,43,NA,NA,Student,Hannover,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Peters, Frank",1966,NA,RP,10,Augenoptiker-Meister,Bad Bergzabern,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Peters, Peter",1951,105,NA,NA,Kraftverkehrsmeister,Velbert,Q49764,Die Linke.,Die Linke.
2005,"Peters, Peter",1951,105,NA,NA,Kraftverkehrsmeister,Velbert,Q49764,Die Linke.,Die Linke.
2005,"Peters, Susanne",1963,NA,NW,13,Hausfrau,Schwalmtal,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Petersen, Jörg",1960,1,NA,NA,Kaufmann,Flensburg,Q13124,FDP,Freie Demokratische Partei
2005,"Petersik, Manfred",1946,NA,SN,4,Maschinist,Kerndorf,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Petig, Jörg",1945,87,BE,9,PC-Anwendungsberater,Sachsenhausen,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Petri, Klaus",1933,NA,RP,2,Rechtsanwalt,Bochum,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Petry, Christian",1965,NA,SL,21,Diplom-Verwaltungswirt,Neunkirchen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Petters, Andreas",1961,13,MV,7,Diplom-Verwaltungsfachwirt (FH),Essen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Petzold, Ingrid Gertraude Frieda",1951,NA,SN,14,Diplom-Ingenieurin für technische Kybernetik,Leipzig,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Petzold, Ulrich",1951,71,ST,4,"MdB, Diplom-Ingenieur",Wittenberg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Petzold, Winfried Dietmar Konrad",1943,164,SN,3,Mitglied des Landtages,Breslau,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pfaffenberger, Arno",1961,241,NA,NA,Kraftfahrer,Presseck,Q49764,Die Linke.,Die Linke.
2005,"Pfaffenberger, Arno",1961,241,NA,NA,Kraftfahrer,Presseck,Q49764,Die Linke.,Die Linke.
2005,"Pfeffermann, Rainer",1967,NA,HE,35,Energieanlagenelektroniker,Wolfhagen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Pfeiffer, Berthold",1952,188,NA,NA,Verwaltungsangestellter,Birkert,Q49764,Die Linke.,Die Linke.
2005,"Pfeiffer, Berthold",1952,188,NA,NA,Verwaltungsangestellter,Birkert,Q49764,Die Linke.,Die Linke.
2005,"Pfeiffer, Dr. Joachim",1967,265,NA,NA,"MdB, Diplom-Kaufmann",Mutlangen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pfeiffer, Prof. Dr. Thomas",1961,NA,HE,33,Universitätsprofessor,Frankfurt am Main,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pfeiffer, Sibylle",1951,174,HE,6,Geschäftsführerin,Wetzlar,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pfirrmann, Karlheinz",1945,213,NA,NA,Vermögensberater,Jockgrim,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pfisterer, Gerhard",1948,143,NW,5,Hüttenfacharbeiter,Sindelfingen,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Pflug, Johannes",1946,117,NW,61,Mitglied des Deutschen Bundestages,Duisburg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Pflüger, Dr. Friedbert",1955,42,NI,1,Mitglied des Deutschen Bundestages,Hannover,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pförtner, Marc",1967,NA,HH,12,Selbstständig,Helgoland,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2005,"Pfützner, Annegret",1951,44,NA,NA,Umweltberaterin,Eielstädt/Bad Essen,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Philipp, Beatrix",1945,108,NW,21,"MdB, Schulleiterin",Mönchengladbach,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Philipp, Marcel",1971,88,NW,39,Malermeister,Aachen,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Philipp-Schwöbel, Claudia",1975,NA,BW,42,Juristin,Heidelberg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pichotta, Michael",1980,NA,HE,10,Staatlich geprüfter Techniker,Zittau,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Pickart, Dr. Volker",1972,29,NI,24,Rechtsanwalt,Bonn-Beuel,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Picker, Rolf-Jürgen",1953,NA,BY,58,"Rechtsanwalt, Banker, Buchautor",Wilhelmshaven,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Pieper, Cornelia",1959,73,ST,1,Diplom-Sprachmittlerin,Halle/Saale,Q13124,FDP,Freie Demokratische Partei
2005,"Pieschke, Wolfgang",1949,NA,SN,26,Geschäftsführer,Alt-Karin/Wismar,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pietsch, Adrian Karsten",1984,193,TH,16,Schüler,Jena,Q49764,Die Linke.,Die Linke.
2005,"Pietsch, Adrian Karsten",1984,193,TH,16,Schüler,Jena,Q49764,Die Linke.,Die Linke.
2005,"Pietsch, Britta",1963,NA,NW,17,Krankenschwester,Viersen,Q49764,Die Linke.,Die Linke.
2005,"Pietsch, Britta",1963,NA,NW,17,Krankenschwester,Viersen,Q49764,Die Linke.,Die Linke.
2005,"Pietsch, Toni (Herbert)",1947,NA,BY,6,Kraftfahrzeugmeister,Berlin,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Pietzko, Georg",1952,NA,NW,6,Diplom-Ingenieur,Heydebreck,Q487386,PBC,Partei Bibeltreuer Christen
2005,"Piltz, Gisela",1964,107,NW,2,"MdB, Rechtsanwältin",Köln,Q13124,FDP,Freie Demokratische Partei
2005,"Pinkawa, Jörg",1965,82,BE,12,Selbstständiger Wirtschaftsberater,Berlin,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Pitsch, Christoph",1973,205,RP,6,Rechtsanwalt,Trier,Q13124,FDP,Freie Demokratische Partei
2005,"Pitz, Annette",1968,NA,BW,11,Diplom-Ingenieurin,Mannheim,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Pitz, Dr. Volker",1965,NA,BW,1,Technisch-wissenschaftlicher Leiter,Griedel,Q453366,FAMILIE,Familien-Partei Deutschlands
2005,"Plank, Dr. Susanne",1968,NA,BY,36,Rechtsanwältin,Burglengenfeld,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Platen von, Dr. Kristof",1945,62,BB,7,Geschäftsführer,Göttingen,Q13124,FDP,Freie Demokratische Partei
2005,"Plein, Karin",1958,NA,RP,20,Diplom-Betriebswirtin (FH),Bitburg,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Plum, Michael",1964,213,NA,NA,Selbstständig,Landau in der Pfalz,Q49764,Die Linke.,Die Linke.
2005,"Plum, Michael",1964,213,NA,NA,Selbstständig,Landau in der Pfalz,Q49764,Die Linke.,Die Linke.
2005,"Pofalla, Ronald",1959,113,NW,4,"MdB, Rechtsanwalt",Weeze,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pohl, Gerhard",1956,NA,NW,7,Verwaltungsangestellter,Gronau,Q157537,Zentrum,NA
2005,"Pohl, Markus",1980,131,NA,NA,Angestellter,Osnabrück,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pohl, Matthias",1980,129,NA,NA,Lagerist,Osnabrück,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pohl, Timo",1985,240,BY,40,Student,Hof,Q13124,FDP,Freie Demokratische Partei
2005,"Pohlmann, Dirk",1975,NA,HE,39,Betriebswirt,Bad Hersfeld,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pohlmann, Wolfgang",1940,NA,NW,6,Oberstudienrat i. R.,Arolsen,Q269316,REP,Die Republikaner
2005,"Pohlplatz, Friedrich",1932,NA,NW,19,Maurer i. R.,Gelsenkirchen,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Polenz, Ruprecht",1946,130,NW,11,Geschäftsführer,Denkwitz,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pollern von, Dr. Hans-Ingo",1946,NA,BW,64,Jurist,Marbach am Neckar,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Pommerenke, Herbert",1942,NA,BW,7,Selbstständiger Anlagenberater,Villingen im Schwarzwald,Q34065989,Die Grauen,Die Grauen – Für alle Generationen
2005,"Pomper, Waltraud",1941,NA,BY,1,"Pensionistin, Studienrätin i. R.",Wilhelmsthal,Q321615,DIE FRAUEN,Feministische Partei DIE FRAUEN
2005,"Poreski, Thomas",1963,290,BW,18,Diplom-Pädagoge,Tübingen,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Pöschl, Torsten",1966,NA,SH,19,Wasserbaumeister,Friedrichshafen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Poß, Joachim",1948,124,NW,58,Verwaltungsleiter,Westerholt,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Pothmer, Brigitte",1955,48,NI,1,Landesvorsitzende,Prisser,Q49766,GRÜNE,BÜNDNIS 90/DIE GRÜNEN
2005,"Potthoff, Jörn-Herbert",1976,NA,NW,15,Werkzeugmechaniker,Würselen,Q499632,MLPD,Marxistisch-Leninistische Partei Deutschlands
2005,"Pradel, Timo",1971,151,NW,10,Angestellter,Sömmerda,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pranghofer, Karin",1951,248,BY,38,"MdL, Sozialpädagogin",Aschaffenburg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Preisner, Romuald",1947,288,NA,NA,Selbstständiger Kaufmann,Linz,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Presch, Dirk Friedrich",1959,NA,NW,69,Angestellter,Bönen,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Preuß, Claus-Dieter",1956,111,NA,NA,Diplom-Verwaltungswirt,Düsseldorf,Q22748,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
2005,"Preuß, Friedrich",1943,51,NA,NA,Landmaschinenschlosser,Moltketal,Q156019,NPD,Nationaldemokratische Partei Deutschlands
2005,"Pries, Christoph",1958,127,NW,23,Journalist,Isselburg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Priesmeier, Dr. Wilhelm",1954,52,NI,26,"MdB, Tierarzt",Rahden (Westfalen),Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Primus, Peter",1956,33,NI,19,Polizeibeamter,Bösel,Q13124,FDP,Freie Demokratische Partei
2005,"Probst, Christopher",1963,210,RP,11,Kaufmann,Mannheim,Q13124,FDP,Freie Demokratische Partei
2005,"Prockl, Franz",1979,232,BY,36,Vertriebsplaner,Mallersdorf-Pfaffenberg,Q13124,FDP,Freie Demokratische Partei
2005,"Pronold, Florian",1972,231,BY,7,"MdB, Rechtsanwalt",Passau,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Protze-Lindner, Frank",1963,159,NA,NA,"Lehrer, Erzieher",Quedlinburg,Q49764,Die Linke.,Die Linke.
2005,"Protze-Lindner, Frank",1963,159,NA,NA,"Lehrer, Erzieher",Quedlinburg,Q49764,Die Linke.,Die Linke.
2005,"Prüll, Friederike",1963,NA,HE,5,Angestellte,Frankfurt am Main,Q492561,Tierschutz,Tierschutzpartei
2005,"Pusch, Alexander",1978,NA,NW,1,Student,Flensburg,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Püschel, Reinhard",1951,NA,BW,10,Schlosser,Mindelheim,Q49764,Die Linke.,Die Linke.
2005,"Püschel, Reinhard",1951,NA,BW,10,Schlosser,Mindelheim,Q49764,Die Linke.,Die Linke.
2005,"Putz, Jolanthe Magarete Antonia",1931,NA,BY,11,Rentnerin,München,Q49764,Die Linke.,Die Linke.
2005,"Putz, Jolanthe Magarete Antonia",1931,NA,BY,11,Rentnerin,München,Q49764,Die Linke.,Die Linke.
2005,"Pütz, Lasse",1981,101,NW,60,Student,Bergisch Gladbach,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Quebbemann, Andreas Lars",1977,NA,NI,45,Diplom-Jurist,Osnabrück,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Quick, Lothar",1950,NA,HE,49,Diplom-Ingenieur (FH),Simmern (Hunsrück),Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Raab, Daniela",1975,224,NA,NA,Mitglied des Deutschen Bundestages,München,Q49763,CSU,Christlich-Soziale Union in Bayern e.V.
2005,"Raabe, Dr. Sascha",1968,181,HE,14,Mitglied des Deutschen Bundestages,Frankfurt am Main,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Raabe, Michaela Irene Renate",1982,NA,ST,14,Studentin,Quedlinburg,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rabanus, Martin",1971,179,HE,19,Referatsleiter,Fulda,Q49768,SPD,Sozialdemokratische Partei Deutschlands
2005,"Rabiega, Karl",1942,NA,NW,15,Telekommunikationstechniker i. R.,Essen,Q897197,BüSo,Bürgerrechtsbewegung Solidarität
2005,"Rachel, Thomas",1962,91,NW,13,Mitglied des Deutschen Bundestages,Birkesdorf,Q49762,CDU,Christlich Demokratische Union Deutschlands
2005,"Raderecht, Eva Christa",1938,NA,SN,1,Ernährungsberaterin,Dresden,Q2649141,AGFG,"Allianz für Gesundheit, Frieden und soziale Gerechtigkeit"
2005,"Raderecht, Jan",1977,NA,SN,3,Industriemechaniker,Dresden,Q2649141,AGFG,"Allianz für Gesundheit, Frieden und soziale Gerechtigkeit"
